"STATION","NAME","DATE","CDSD","DSND","DSNW","EMNT","EMSD","EMSN","EMXP","EMXT","HDSD","PRCP","SNOW","TAVG","TMAX","TMIN"
"USC00219059","WINNIBIGOSHISH DAM, MN US","2010-02",,,"0",,,"0.0","0.15",,,"0.25","0.0",,,
"USC00219059","WINNIBIGOSHISH DAM, MN US","2010-03",,,"0",,,"0.0","0.21",,,"0.45","0.0",,,
"USC00219059","WINNIBIGOSHISH DAM, MN US","2010-04",,"0","0",,"0","0.0","0.21",,,"0.42","0.0",,,
"USC00219059","WINNIBIGOSHISH DAM, MN US","2010-05",,"0","0",,"0","0.0","0.53",,,"2.69","0.0",,,
"USC00219059","WINNIBIGOSHISH DAM, MN US","2010-06",,"0","0",,"0","0.0","1.30",,,"5.36","0.0",,,
"USC00219059","WINNIBIGOSHISH DAM, MN US","2010-07",,"0","0",,"0","0.0","2.21",,,"4.13","0.0",,,
"USC00219059","WINNIBIGOSHISH DAM, MN US","2010-08",,"0","0",,"0","0.0","0.99",,,"5.77","0.0",,,
"USC00219059","WINNIBIGOSHISH DAM, MN US","2010-09",,"0","0",,"0","0.0","1.57",,,"4.89","0.0",,,
"USC00219059","WINNIBIGOSHISH DAM, MN US","2010-10",,,,,,,"1.60",,,"2.74",,,,
"USC00219059","WINNIBIGOSHISH DAM, MN US","2010-11",,,,,,,"0.32",,,"1.18",,,,
"USC00219059","WINNIBIGOSHISH DAM, MN US","2010-12",,,,,,,"1.14",,,"1.79",,,,
"USC00219059","WINNIBIGOSHISH DAM, MN US","2011-01",,,,,,,"0.34",,,"1.44",,,,
"USC00219059","WINNIBIGOSHISH DAM, MN US","2011-02",,,,,,,"0.20",,,"0.31",,,,
"USC00219059","WINNIBIGOSHISH DAM, MN US","2011-03",,,,,,,"0.10",,,"0.30",,,,
"USC00219059","WINNIBIGOSHISH DAM, MN US","2011-04",,,,,,,"1.03",,,"2.35",,,,
"USC00219059","WINNIBIGOSHISH DAM, MN US","2011-05",,,,,,,"0.90",,,"3.23",,,,
"USC00219059","WINNIBIGOSHISH DAM, MN US","2011-06",,,,,,,"1.75",,,"5.87",,,,
"USC00219059","WINNIBIGOSHISH DAM, MN US","2011-07",,,,,,,"1.10",,,"3.07",,,,
"USC00219059","WINNIBIGOSHISH DAM, MN US","2011-08",,,,,,,"2.00",,,"6.41",,,,
"USC00219059","WINNIBIGOSHISH DAM, MN US","2011-09",,,,,,,"0.78",,,"1.47",,,,
"USC00219059","WINNIBIGOSHISH DAM, MN US","2011-10",,,,,,,"0.49",,,"0.85",,,,
"USC00219059","WINNIBIGOSHISH DAM, MN US","2011-11",,"10",,,"1",,"0.15",,,"0.48",,,,
"USC00219059","WINNIBIGOSHISH DAM, MN US","2011-12",,"3",,,"1",,"0.05",,,"0.10",,,,
"USC00219059","WINNIBIGOSHISH DAM, MN US","2012-01",,"25",,,"5",,"0.12",,,"0.56",,,,
"USC00219059","WINNIBIGOSHISH DAM, MN US","2012-02",,"29",,,"14",,"0.35",,,"0.81",,,,
"USC00219059","WINNIBIGOSHISH DAM, MN US","2012-03",,"8",,,"12",,"0.98",,,"2.45",,,,
"USC00219059","WINNIBIGOSHISH DAM, MN US","2012-04",,"3",,,"3",,"1.67",,,"3.29",,,,
"USC00219059","WINNIBIGOSHISH DAM, MN US","2012-05",,,,,,,"1.16",,,"3.64",,,,
"USC00219059","WINNIBIGOSHISH DAM, MN US","2012-06",,,,,,,"2.21",,,"5.94",,,,
"USC00219059","WINNIBIGOSHISH DAM, MN US","2012-07",,,,,,,"1.50",,,"3.82",,,,
"USC00219059","WINNIBIGOSHISH DAM, MN US","2012-08",,,,,,,"0.94",,,"1.72",,,,
"USC00219059","WINNIBIGOSHISH DAM, MN US","2012-09",,,,,,,"0.12",,,"0.36",,,,
"USC00219059","WINNIBIGOSHISH DAM, MN US","2012-10",,,,,,,"0.70",,,"1.97",,,,
"USC00219059","WINNIBIGOSHISH DAM, MN US","2012-11",,"10",,,"2",,"0.80",,,"1.43",,,,
"USC00219059","WINNIBIGOSHISH DAM, MN US","2012-12",,,,,,,"0.75",,,"0.84",,,,
"USC00219059","WINNIBIGOSHISH DAM, MN US","2013-01",,,,,,,"0.61",,,"1.57",,,,
"USC00219059","WINNIBIGOSHISH DAM, MN US","2013-02",,,,,,,"0.79",,,"1.26",,,,
"USC00219059","WINNIBIGOSHISH DAM, MN US","2013-03",,,,,,,"0.58",,,"2.25",,,,
"USC00219059","WINNIBIGOSHISH DAM, MN US","2013-04",,,,,,,"0.75",,,"2.36",,,,
"USC00219059","WINNIBIGOSHISH DAM, MN US","2013-05",,,,,,,"0.50",,,"1.78",,,,
"USC00219059","WINNIBIGOSHISH DAM, MN US","2013-06",,,,,,,"0.65",,,"3.04",,,,
"USC00219059","WINNIBIGOSHISH DAM, MN US","2013-07",,,,,,,"0.48",,,"2.19",,,,
"USC00219059","WINNIBIGOSHISH DAM, MN US","2013-08",,,,,,,"0.82",,,"2.64",,,,
"USC00219059","WINNIBIGOSHISH DAM, MN US","2013-09",,,,,,,"0.49",,,"1.63",,,,
"USC00219059","WINNIBIGOSHISH DAM, MN US","2013-10",,,,,,,"1.05",,,"2.77",,,,
"USC00219059","WINNIBIGOSHISH DAM, MN US","2013-11",,,,,,,"0.22",,,"0.72",,,,
"USC00219059","WINNIBIGOSHISH DAM, MN US","2013-12",,,,,,,"0.50",,,"1.77",,,,
"USC00219059","WINNIBIGOSHISH DAM, MN US","2014-01",,,,,,,"0.14",,,"0.55",,,,
"USC00219059","WINNIBIGOSHISH DAM, MN US","2014-02",,,,,,,"0.51",,,"1.04",,,,
"USC00219059","WINNIBIGOSHISH DAM, MN US","2014-03",,,,,,,"0.33",,,"0.69",,,,
"USC00219059","WINNIBIGOSHISH DAM, MN US","2014-04",,,,,,,"0.93",,,"2.67",,,,
"USC00219059","WINNIBIGOSHISH DAM, MN US","2014-05",,,,,,,"1.05",,,"3.11",,,,
"USC00219059","WINNIBIGOSHISH DAM, MN US","2014-06",,,,,,,,,,,,,,
"USC00219059","WINNIBIGOSHISH DAM, MN US","2014-09",,,,,,,"2.50",,,"3.44",,,,
"USC00219059","WINNIBIGOSHISH DAM, MN US","2014-10",,,,,,,"0.40",,,"1.10",,,,
"USC00219059","WINNIBIGOSHISH DAM, MN US","2014-11",,"18","1",,"4","3.5",,,,,"4.5",,,
"USC00219059","WINNIBIGOSHISH DAM, MN US","2014-12",,"29","3",,"3","1.0","0.30",,,"0.48","3.0",,,
"USC00219059","WINNIBIGOSHISH DAM, MN US","2015-01",,"31","2",,"6","4.0",,,,,"5.0",,,
"USC00219059","WINNIBIGOSHISH DAM, MN US","2015-02",,"28","1",,"9","3.0","0.33",,,"0.44","3.5",,,
"USC00219059","WINNIBIGOSHISH DAM, MN US","2015-03",,"13","0",,"9","0.5","0.37",,,"0.61","0.5",,,
"USC00219059","WINNIBIGOSHISH DAM, MN US","2015-04",,"0","0",,"0","0.0","0.43",,,"0.43","0.0",,,
"USC00219059","WINNIBIGOSHISH DAM, MN US","2015-05",,"0","0",,"0","0.0","1.24",,,"6.37","0.0",,,
"USC00219059","WINNIBIGOSHISH DAM, MN US","2015-06",,,,,,,"1.31",,,"3.36",,,,
"USC00219059","WINNIBIGOSHISH DAM, MN US","2015-07",,,,,,,"1.05",,,"3.37",,,,
"USC00219059","WINNIBIGOSHISH DAM, MN US","2015-08",,,,,,,"0.64",,,"2.23",,,,
"USC00219059","WINNIBIGOSHISH DAM, MN US","2015-09",,,,,,,"2.02",,,"5.10",,,,
"USC00219059","WINNIBIGOSHISH DAM, MN US","2015-10",,"0","0",,"0","0.0","1.92",,,"3.31","0.0",,,
"USC00219059","WINNIBIGOSHISH DAM, MN US","2015-11",,"2","1",,"1","1.0","1.05",,,"2.89","1.5",,,
"USC00219059","WINNIBIGOSHISH DAM, MN US","2015-12",,"19",,,"7",,,,,,,,,
"USC00219059","WINNIBIGOSHISH DAM, MN US","2016-01",,"31","2",,"11","3.0","0.25",,,"1.19","7.3",,,
"USC00219059","WINNIBIGOSHISH DAM, MN US","2016-02",,"26","3",,"13","2.0",,,,,"5.0",,,
"USC00219059","WINNIBIGOSHISH DAM, MN US","2016-03",,"14","3",,"12","2.0","0.25",,,"2.34","5.1",,,
"USC00219059","WINNIBIGOSHISH DAM, MN US","2016-04",,"0","0",,"0","0.0",,,,,"0.0",,,
"USC00219059","WINNIBIGOSHISH DAM, MN US","2016-05",,,,,,,"0.42",,,"1.33",,,,
"USC00219059","WINNIBIGOSHISH DAM, MN US","2016-06",,,,,,,"0.93",,,"3.40",,,,
"USC00219059","WINNIBIGOSHISH DAM, MN US","2016-07",,"0","0",,"0","0.0","1.36",,,"4.93","0.0",,,
"USC00219059","WINNIBIGOSHISH DAM, MN US","2016-09",,"0","0",,"0","0.0","1.71",,,"2.94","0.0",,,
"USC00219059","WINNIBIGOSHISH DAM, MN US","2016-10",,"0","0",,"0","0.0",,,,,"0.0",,,
"USC00219059","WINNIBIGOSHISH DAM, MN US","2016-12",,"22",,,"9",,,,,,,,,
"USC00219059","WINNIBIGOSHISH DAM, MN US","2017-01",,"31","3",,"16","5.0","0.55",,,"1.38","12.0",,,
"USC00219059","WINNIBIGOSHISH DAM, MN US","2017-02",,"28","3",,"17","2.0","0.70",,,"1.19","6.0",,,
"USC00219059","WINNIBIGOSHISH DAM, MN US","2017-03",,"24","1",,"8","1.5","0.47",,,"0.98","2.0",,,
"USC00219059","WINNIBIGOSHISH DAM, MN US","2017-04",,"0","0",,"0","0.0","0.78",,,"2.80","0.0",,,
"USC00219059","WINNIBIGOSHISH DAM, MN US","2017-05",,"0","0",,"0","0.0","0.50",,,"1.74","0.0",,,
"USC00219059","WINNIBIGOSHISH DAM, MN US","2017-06",,"0","0",,"0","0.0","1.53",,,"3.06","0.0",,,
"USC00219059","WINNIBIGOSHISH DAM, MN US","2017-07",,"0","0",,"0","0.0","1.90",,,"2.26","0.0",,,
"USC00219059","WINNIBIGOSHISH DAM, MN US","2017-08",,"0","0",,"0","0.0","1.03",,,"4.19","0.0",,,
"USC00219059","WINNIBIGOSHISH DAM, MN US","2017-10",,"1","1",,"2","2.0","0.72",,,"2.02","2.4",,,
"USC00219059","WINNIBIGOSHISH DAM, MN US","2017-11",,"10","1",,"4","4.0","0.28",,,"0.49","4.5",,,
"USC00219059","WINNIBIGOSHISH DAM, MN US","2017-12",,"21","4",,"8","3.0","0.30",,,"1.01","8.0",,,
"USC00219059","WINNIBIGOSHISH DAM, MN US","2018-01",,"31","2",,"13","5.0","0.33",,,"0.38","6.0",,,
"USC00219059","WINNIBIGOSHISH DAM, MN US","2018-02",,"26","4",,"22","5.0",,,,"1.64","15.1",,,
"USC00219059","WINNIBIGOSHISH DAM, MN US","2018-03",,"31","1",,"17","8.0","0.95",,,"0.97","8.0",,,
"USC00219059","WINNIBIGOSHISH DAM, MN US","2018-04",,"20","2",,"9","3.0",,,,,"6.0",,,
"USC00219059","WINNIBIGOSHISH DAM, MN US","2018-05",,"0","0",,"0","0.0","0.55",,,"1.55","0.0",,,
"USC00219059","WINNIBIGOSHISH DAM, MN US","2018-06",,"0","0",,"0","0.0","2.00",,,"7.16","0.0",,,
"USC00219059","WINNIBIGOSHISH DAM, MN US","2018-07",,"0","0",,"0","0.0","0.58",,,"3.07","0.0",,,
"USC00219059","WINNIBIGOSHISH DAM, MN US","2018-08",,"0","0",,"0","0.0","0.64",,,"1.76","0.0",,,
"USC00219059","WINNIBIGOSHISH DAM, MN US","2018-09",,,,,,,"0.86",,,"2.47",,,,
"USC00219059","WINNIBIGOSHISH DAM, MN US","2018-10",,"1","1",,"1","1.5","0.90",,,"4.16","1.5",,,
"USC00219059","WINNIBIGOSHISH DAM, MN US","2018-11",,"22","3",,"4","2.0","0.15",,,"0.67","6.5",,,
"USC00219059","WINNIBIGOSHISH DAM, MN US","2019-01",,"31","3",,"19","5.0","0.45",,,"0.75","8.0",,,
"USC00219059","WINNIBIGOSHISH DAM, MN US","2019-02",,"28","6",,"31","5.0","0.39",,,"1.26","18.5",,,
"USC00219059","WINNIBIGOSHISH DAM, MN US","2019-03",,"31","1",,"33","5.0","1.03",,,"1.63","5.0",,,
"USC00219059","WINNIBIGOSHISH DAM, MN US","2019-04",,"9","1",,"7","7.0","0.53",,,"1.37","7.0",,,
"USC00219059","WINNIBIGOSHISH DAM, MN US","2019-05",,"0","0",,"0","0.0","0.31",,,"2.87","0.0",,,
"USC00219059","WINNIBIGOSHISH DAM, MN US","2019-06",,"0","0",,"0","0.0","2.00",,,"3.78","0.0",,,
"USC00219059","WINNIBIGOSHISH DAM, MN US","2019-07",,"0","0",,"0","0.0","0.99",,,"2.27","0.0",,,
"USC00219059","WINNIBIGOSHISH DAM, MN US","2019-08",,,,"47",,,,"86",,,,"65.5","75.6","55.4"
"USC00219059","WINNIBIGOSHISH DAM, MN US","2019-09",,"0","0",,"0","0.0","1.34",,,"4.98","0.0",,,
"USC00219059","WINNIBIGOSHISH DAM, MN US","2019-10",,"0","0",,"0","0.0",,,,,"0.0",,,
"USC00219059","WINNIBIGOSHISH DAM, MN US","2019-11",,"13","3",,"7","7.0","0.65",,,"1.11","10.5",,,
"USC00219059","WINNIBIGOSHISH DAM, MN US","2019-12",,"31","4",,"18","8.0",,,,,"15.0",,,
"USC00219059","WINNIBIGOSHISH DAM, MN US","2020-01",,"31","4",,"29","6.0","0.70",,,"1.41","13.5",,,
"USC00219059","WINNIBIGOSHISH DAM, MN US","2020-02",,"29","1",,"25","2.0","0.14",,,"0.19","2.0",,,
"USC00219059","WINNIBIGOSHISH DAM, MN US","2020-03",,"31","2",,"20","2.0","0.23",,,"0.49","3.5",,,
"USC00219059","WINNIBIGOSHISH DAM, MN US","2020-04",,"6","0",,"9","0.5","0.52",,,"0.90","0.5",,,
"USC00219059","WINNIBIGOSHISH DAM, MN US","2020-05",,"0","0",,"0","0.0","0.27",,,"0.96","0.0",,,
"USC00219059","WINNIBIGOSHISH DAM, MN US","2020-06",,,,"42",,,"0.58","88",,"1.54",,"64.9","76.0","53.7"
"USC00218679","WARROAD, MN US","1950-01","0",,,"-45",,,"0.15","24","6219","0.87",,"-11.8","0.2","-23.7"
"USC00218679","WARROAD, MN US","1950-02","0",,"3","-36",,"1.8","0.18","36","7932","0.49","4.9","3.8","18.3","-10.6"
"USC00218679","WARROAD, MN US","1950-03","0",,"9","-32",,"4.0","0.65","46","9466","1.56","16.2","13.9","27.2","0.5"
"USC00218679","WARROAD, MN US","1950-04","0",,,"-10",,,"0.38","55","10567","1.31",,"28.3","38.0","18.6"
"USC00218679","WARROAD, MN US","1950-05","0","0","0","24","0","0.0","0.85","76","11069","3.10","0.0","48.3","57.7","38.8"
"USC00218679","WARROAD, MN US","1950-06","29","0","0","38","0","0.0","0.93","85","11210","3.12","0.0","61.1","71.8","50.3"
"USC00218679","WARROAD, MN US","1950-07","104","0","0","46","0","0.0","1.48","90","64","3.46","0.0","65.4","74.2","56.5"
"USC00218679","WARROAD, MN US","1950-08","143","0","0","38","0","0.0","1.46","85","216","3.64","0.0","61.4","71.5","51.3"
"USC00218679","WARROAD, MN US","1950-09","158","0","0","32","0","0.0","1.20","82","426","4.47","0.0","58.5","68.8","48.1"
"USC00218679","WARROAD, MN US","1950-10","158","0","0","23","0","0.0","0.55","75","1004","1.08","0.0","46.4","55.5","37.2"
"USC00218679","WARROAD, MN US","1950-11","158",,"3","-10",,"2.0","0.30","60","2322","0.91","5.3","21.1","29.0","13.1"
"USC00218679","WARROAD, MN US","1950-12","158",,,"-33",,,"0.15","35","4260","0.40",,"2.5","12.7","-7.7"
"USC00218679","WARROAD, MN US","1951-01","0",,"0","-41",,"0.0","0.08","34","6295","0.19","0.0","-0.6","11.1","-12.3"
"USC00218679","WARROAD, MN US","1951-02","0",,"0","-37",,"0.0","0.22","38","7837","0.60","0.0","9.9","19.6","0.2"
"USC00218679","WARROAD, MN US","1951-03","0",,,"-20",,,"0.27","46","9236","1.17",,"15.8","26.1","5.6"
"USC00218679","WARROAD, MN US","1951-04","0",,"2","17",,"1.9","0.55","66","10084","1.33","4.1","36.7","45.6","27.9"
"USC00218679","WARROAD, MN US","1951-05","13","0","0","26","0","0.0","0.40","84","10339","0.76","0.0","56.4","69.6","43.2"
"USC00218679","WARROAD, MN US","1951-06","32","0","0","35","0","0.0","1.15","83","10528","2.30","0.0","58.9","69.5","48.4"
"USC00218679","WARROAD, MN US","1951-07","115","0","0","41","0","0.0","0.80","91","67","1.54","0.0","65.4","78.0","52.8"
"USC00218679","WARROAD, MN US","1951-08","142","0","0","40","0","0.0","0.88","92","194","5.15","0.0","61.7","71.5","52.0"
"USC00218679","WARROAD, MN US","1951-09","145","0","0","21","0","0.0","0.52","76","553","2.09","0.0","52.7","62.4","43.1"
"USC00218679","WARROAD, MN US","1951-10","145","0","0","9","0","0.0","0.17","73","1252","0.43","0.0","41.7","50.4","33.0"
"USC00218679","WARROAD, MN US","1951-11","145","23","2","-14","4","4.8","0.48","46","2598","0.89","7.2","20.1","28.7","11.6"
"USC00218679","WARROAD, MN US","1951-12","145",,"0","-28",,"0.0","0.49","44","4400","0.83","0.0","6.9","15.5","-1.8"
"USC00218679","WARROAD, MN US","1952-01","0",,"0","-32",,"0.7","0.07","42","6333","0.20","2.0","2.6","13.9","-8.6"
"USC00218679","WARROAD, MN US","1952-02","0","29","0","-11","6","0.4","0.04","37","7687","0.11","1.1","16.9","27.0","6.7"
"USC00218679","WARROAD, MN US","1952-03","0","29","1","-18","5","1.0","0.10","48","9089","0.47","4.7","19.8","30.5","9.0"
"USC00218679","WARROAD, MN US","1952-04","20","6","0","10","2","0.8","0.10","90","9645","0.25","0.8","47.1","61.3","32.9"
"USC00218679","WARROAD, MN US","1952-05","31","0","0","28","0","0.0","0.47","90","10045","0.90","0.0","52.1","64.9","39.2"
"USC00218679","WARROAD, MN US","1952-06","71","0","0","36","0","0.0","1.54","90","10127","4.79","0.0","63.6","74.7","52.5"
"USC00218679","WARROAD, MN US","1952-07",,"0","0",,"0","0.0","1.03","91",,"3.33","0.0",,"78.8",
"USC00218679","WARROAD, MN US","1952-08",,"0","0","42","0","0.0","0.93","93",,"2.45","0.0","64.8","76.6","52.9"
"USC00218679","WARROAD, MN US","1952-09",,"0","0","28","0","0.0","0.52","92",,"1.13","0.0","59.1","71.2","46.9"
"USC00218679","WARROAD, MN US","1952-10",,"3","1","8","1","1.2","0.12","73",,"0.48","1.2","41.3","54.0","28.6"
"USC00218679","WARROAD, MN US","1952-11",,"13","2","-1","2","7.0","0.70","55",,"1.06","8.1","29.4","38.4","20.4"
"USC00218679","WARROAD, MN US","1952-12",,"21","0","-10","2","0.0","0.13","46",,"0.21","0.0","19.9","27.7","12.1"
"USC00218679","WARROAD, MN US","1953-01","0","31","0","-30","6","0.8","0.08","37",,"0.47","4.7","8.3","18.7","-2.0"
"USC00218679","WARROAD, MN US","1953-02","0","28","0","-28","6","0.7","0.07","38",,"0.12","0.9","10.7","22.6","-1.1"
"USC00218679","WARROAD, MN US","1953-03","0","19","2","-22","6","2.5","0.68","49",,"1.25","4.4","24.8","34.2","15.3"
"USC00218679","WARROAD, MN US","1953-04","0","0","0","10","0","0.0","0.16","64",,"0.54","0.0","36.1","45.8","26.5"
"USC00218679","WARROAD, MN US","1953-05","15","0","0","25","0","0.0","0.91","88",,"4.00","0.0","51.5","62.9","40.0"
"USC00218679","WARROAD, MN US","1953-06","65","0","0","32","0","0.0","0.84","86",,"4.00","0.0","62.5","72.8","52.3"
"USC00218679","WARROAD, MN US","1953-07","162","0","0","42","0","0.0","1.14","86","49","3.98","0.0","66.6","77.8","55.5"
"USC00218679","WARROAD, MN US","1953-08","311","0","0","42","0","0.0","1.28","95","88","2.15","0.0","68.5","80.0","57.1"
"USC00218679","WARROAD, MN US","1953-09","324","0","0","33","0","0.0","1.02","88","427","3.46","0.0","54.1","64.6","43.7"
"USC00218679","WARROAD, MN US","1953-10","334","0","0","25","0","0.0","0.66","82","855","1.08","0.0","51.5","63.3","39.6"
"USC00218679","WARROAD, MN US","1953-11","334","10","2","7","3","3.3","0.33","69","1793","0.45","4.5","33.8","42.1","25.5"
"USC00218679","WARROAD, MN US","1953-12","334",,"3","-26",,"4.0","0.30","40","3389","0.63","7.3","13.5","24.4","2.6"
"USC00218679","WARROAD, MN US","1954-01","0",,,"-39",,,"0.19","31","5400","0.96",,"-4.4","8.1","-16.8"
"USC00218679","WARROAD, MN US","1954-02","0",,"1","-22",,"1.0","0.28","48","6572","0.51","1.9","23.2","34.3","12.0"
"USC00218679","WARROAD, MN US","1954-03","0",,"2","-15",,"2.0","0.40","43","8007","0.55","3.7","18.7","29.6","7.8"
"USC00218679","WARROAD, MN US","1954-04","0","2","0","-14","3","0.0","0.61","63","8894","2.17","0.0","35.4","45.9","25.0"
"USC00218679","WARROAD, MN US","1954-05","0","2","0","25","2","0.0","0.55","75","9484","2.09","0.0","45.9","55.9","36.0"
"USC00218679","WARROAD, MN US","1954-06","55","0","0","37","0","0.0","1.43","87","9619","3.65","0.0","62.4","72.9","51.8"
"USC00218679","WARROAD, MN US","1954-07","181","0","0","46","0","0.0","0.47","91","38","1.93","0.0","67.8","78.9","56.7"
"USC00218679","WARROAD, MN US","1954-08","217","0","0","40","0","0.0","0.50","84","135","1.76","0.0","62.9","73.1","52.6"
"USC00218679","WARROAD, MN US","1954-09","224","0","0","30","0","0.0","0.71","80","466","2.60","0.0","54.2","63.2","45.3"
"USC00218679","WARROAD, MN US","1954-10","224","0","0","19","0","0.0","0.26","71","1127","0.64","0.0","43.7","54.6","32.8"
"USC00218679","WARROAD, MN US","1954-11","224","5","3","7","5","3.0","0.30","58","2115","0.81","5.0","32.1","40.1","24.0"
"USC00218679","WARROAD, MN US","1954-12","224","31",,"-17","4",,"0.06","40","3547","0.13",,"18.8","26.9","10.7"
"USC00218679","WARROAD, MN US","1955-01","0","30",,"-32","10",,"0.42","27","5488","1.00",,"2.4","13.1","-8.3"
"USC00218679","WARROAD, MN US","1955-02","0","28",,"-40","18",,"0.41","36","7211","0.79",,"3.5","16.2","-9.3"
"USC00218679","WARROAD, MN US","1955-03","0","31",,"-30","20",,"0.12","48","8894","0.50",,"10.7","24.4","-3.0"
"USC00218679","WARROAD, MN US","1955-04","0","6","0","25","6","0.0","1.78","77","9458","2.22","0.0","46.2","56.6","35.8"
"USC00218679","WARROAD, MN US","1955-05","24","0","0","22","0","0.0","0.68","87","9741","2.53","0.0","56.6","68.2","45.1"
"USC00218679","WARROAD, MN US","1955-06","87","0","0","37","0","0.0","0.70","86","9848","2.65","0.0","63.5","73.7","53.3"
"USC00218679","WARROAD, MN US","1955-07","316","0","0","41","0","0.0","1.26","91","16","3.54","0.0","71.9","83.1","60.7"
"USC00218679","WARROAD, MN US","1955-08","473","0","0","40","0","0.0","0.87","92","48","2.25","0.0","69.0","80.9","57.1"
"USC00218679","WARROAD, MN US","1955-09","488","0","0","25","0","0.0","3.04","87","373","5.26","0.0","54.7","66.5","42.8"
"USC00218679","WARROAD, MN US","1955-10","488","0","0","18","0","0.0","0.57","78","984","1.44","0.0","45.3","56.6","34.0"
"USC00218679","WARROAD, MN US","1955-11","488","29","9","-18","13","5.0","0.42","40","2343","1.62","20.0","18.1","26.2","10.0"
"USC00218679","WARROAD, MN US","1955-12","488","31","4","-37","18","3.0","0.30","38","4255","0.77","7.7","3.3","13.6","-6.9"
"USC00218679","WARROAD, MN US","1956-01","0","31","2","-29","22","6.0","0.53","29","6074","1.02","10.7","6.3","16.7","-4.1"
"USC00218679","WARROAD, MN US","1956-02","0","29","5","-29","28","2.0","0.18","35","7819","0.76","8.1","4.8","17.7","-8.1"
"USC00218679","WARROAD, MN US","1956-03","0",,"5","-24",,"3.0","0.32","42","9337","1.10","11.1","16.1","28.1","4.0"
"USC00218679","WARROAD, MN US","1956-04","0","19","2","10","16","2.0","0.35","58","10252","0.65","3.1","33.5","43.5","23.4"
"USC00218679","WARROAD, MN US","1956-05","0","0","0","22","0","0.0","2.05","78","10761","4.27","0.0","48.6","59.8","37.4"
"USC00218679","WARROAD, MN US","1956-06","118","0","0","37","0","0.0","0.80","94","10802","3.42","0.0","67.6","78.6","56.6"
"USC00218679","WARROAD, MN US","1956-07","160","0","0","45","0","0.0","1.95","82","70","5.22","0.0","64.1","74.2","54.0"
"USC00218679","WARROAD, MN US","1956-08","214","0","0","40","0","0.0","1.46","83","139","3.67","0.0","64.5","76.0","53.0"
"USC00218679","WARROAD, MN US","1956-09","218","0","0","28","0","0.0","0.22","82","551","0.71","0.0","51.4","62.9","39.8"
"USC00218679","WARROAD, MN US","1956-10","221","0","0","22","0","0.0","1.00","81","1014","1.85","0.0","49.7","62.4","37.0"
"USC00218679","WARROAD, MN US","1956-11","221","3","1","-3","1","1.0","1.08","56","2055","1.49","1.0","30.3","38.6","22.0"
"USC00218679","WARROAD, MN US","1956-12","221","28","4","-30","8","2.0","0.20","41","3739","1.04","11.1","10.7","20.6","0.7"
"USC00218679","WARROAD, MN US","1957-01","0","31","1","-35","10","1.5","0.15","34","5766","0.38","3.5","-2.5","8.6","-13.7"
"USC00218679","WARROAD, MN US","1957-02","0","28","4","-31","11","1.5","0.11","36","7320","0.54","5.9","7.5","18.5","-3.4"
"USC00218679","WARROAD, MN US","1957-03","0","26","0","-20","11","0.8","0.08","53","8659","0.25","2.5","21.8","33.1","10.5"
"USC00218679","WARROAD, MN US","1957-04","0","0","0","10","0","0.0","0.38","80","9446","1.09","0.0","38.8","49.4","28.1"
"USC00218679","WARROAD, MN US","1957-05","4","0","0","24","0","0.0","0.48","80","9806","1.57","0.0","53.5","65.4","41.6"
"USC00218679","WARROAD, MN US","1957-06","5","0","0","33","0","0.0","0.90","80","9999","3.09","0.0","58.6","68.7","48.5"
"USC00218679","WARROAD, MN US","1957-07","216","0","0","46","0","0.0","1.27","89","8","4.16","0.0","71.5","82.9","60.2"
"USC00218679","WARROAD, MN US","1957-08","301","0","0","42","0","0.0","0.52","88","86","1.80","0.0","65.2","76.1","54.3"
"USC00218679","WARROAD, MN US","1957-09","314","0","0","22","0","0.0","0.98","80","431","3.33","0.0","54.0","64.6","43.4"
"USC00218679","WARROAD, MN US","1957-10","314","0","0","16","0","0.0","0.89","78","1021","1.93","0.0","45.9","55.8","36.1"
"USC00218679","WARROAD, MN US","1957-11","314","5","2","-5","2","1.5","0.34","60","2157","0.90","4.1","27.1","34.7","19.6"
"USC00218679","WARROAD, MN US","1957-12","314","31","0","-21","1","0.5","0.10","40","3661","0.22","2.0","16.5","26.4","6.5"
"USC00218679","WARROAD, MN US","1958-01","0","31","4","-19","5","1.5","0.14","41","5230","0.48","6.3","14.4","24.1","4.7"
"USC00218679","WARROAD, MN US","1958-02","0","24","0","-29","4","0.0","0.18","56","6819","0.18","0.0","8.3","20.3","-3.8"
"USC00218679","WARROAD, MN US","1958-03","0","11","2","6","2","1.0","0.10","56","8018","0.34","3.5","26.3","36.4","16.2"
"USC00218679","WARROAD, MN US","1958-04","0","2","1","5","1","1.0","0.08","75","8701","0.30","1.3","42.2","54.4","30.1"
"USC00218679","WARROAD, MN US","1958-05","14","0","0","14","0","0.0","0.68","85","9069","1.24","0.0","53.2","67.7","38.7"
"USC00218679","WARROAD, MN US","1958-06","31","0","0","31","0","0.0","0.55","85","9337","2.46","0.0","56.6","68.8","44.4"
"USC00218679","WARROAD, MN US","1958-07","100","0","0","43","0","0.0","1.75","91","78","7.35","0.0","64.7","75.3","54.2"
"USC00218679","WARROAD, MN US","1958-08","175","0","0","38","0","0.0","0.79","90","186","1.80","0.0","63.9","76.0","51.8"
