STATION,NAME,DATE,AWND,CDSD,DSND,DSNW,EMNT,EMSD,EMSN,EMXP,EMXT,HDSD,PRCP,SNOW,TAVG,TMAX,TMIN,TSUN,WDF2,WDF5,WSF2,WSF5
USC00211263,"CANBY, MN US",1986-10,,597,0,0,25,0,0,0.2,79,764,0.54,0,48.2,59.4,37,,,,,
USC00211263,"CANBY, MN US",1986-11,,597,13,3,-3,6,5,0.35,60,1853,0.88,7,27.7,38.1,17.3,,,,,
USC00211263,"CANBY, MN US",1986-12,,597,0,0,-5,0,0,0,53,3078,0,0,25.5,36.2,14.8,,,,,
USC00211263,"CANBY, MN US",1987-01,,0,9,2,-19,1,1,0.13,58,4398,0.26,2,22.4,31.9,12.9,,,,,
USC00211263,"CANBY, MN US",1987-02,,0,4,3,10,2,2,0.3,61,5311,0.41,4,32.4,43.3,21.5,,,,,
USC00211263,"CANBY, MN US",1987-03,,0,4,1,8,3,1.5,0.57,78,6269,1.83,1.5,34.1,43.6,24.6,,,,,
USC00211263,"CANBY, MN US",1987-04,,24,0,0,18,0,0,0.18,92,6639,0.38,0,52.9,67.1,38.7,,,,,
USC00211263,"CANBY, MN US",1987-05,,123,0,0,35,0,0,0.48,95,6766,1.78,0,64.1,77.3,50.8,,,,,
USC00211263,"CANBY, MN US",1987-06,,364,0,0,45,0,0,1.58,99,6781,2.78,0,72.6,86.3,58.8,,,,,
USC00211263,"CANBY, MN US",1987-07,,712,0,0,48,0,0,2.28,101,7,5.02,0,76,87.8,64.2,,,,,
USC00211263,"CANBY, MN US",1987-08,,883,0,0,40,0,0,0.57,101,60,2.41,0,68.8,81.2,56.4,,,,,
USC00211263,"CANBY, MN US",1987-09,,917,0,0,38,0,0,0.85,89,198,2.46,0,61.5,74.4,48.7,,,,,
USC00211263,"CANBY, MN US",1987-10,,917,0,0,21,0,0,0.73,84,859,0.93,0,43.7,56,31.4,,,,,
USC00211263,"CANBY, MN US",1987-11,,917,2,0,13,1,0.5,0.63,65,1646,1.19,0.5,37,47.1,26.9,,,,,
USC00211263,"CANBY, MN US",1987-12,,917,16,3,-8,13,8,0.54,44,2919,1.19,15,24,31.2,16.7,,,,,
USC00211263,"CANBY, MN US",1988-01,,0,31,4,-22,19,6.5,0.65,42,4619,1.3,14.5,8.6,20.3,-3.1,,,,,
USC00211263,"CANBY, MN US",1988-02,,0,29,3,-28,19,2,0.17,48,6120,0.38,5,11.7,22.8,0.7,,,,,
USC00211263,"CANBY, MN US",1988-03,,0,16,2,5,4,3,0.31,65,7045,0.85,4.5,33.1,43.6,22.7,,,,,
USC00211263,"CANBY, MN US",1988-04,,5,2,2,18,1,1,0.46,86,7617,1.81,2.5,46.1,59.4,32.8,,,,,
USC00211263,"CANBY, MN US",1988-05,,95,0,0,33,0,0,0.98,93,7703,2.18,0,65,79,51,,,,,
USC00211263,"CANBY, MN US",1988-06,,434,0,0,45,0,0,0.79,107,7707,1.47,0,76.2,90.8,61.5,,,,,
USC00211263,"CANBY, MN US",1988-07,,813,0,0,52,0,0,0.86,103,0,1.51,0,77.2,90.4,64,,,,,
USC00211263,"CANBY, MN US",1988-08,,1101,0,0,41,0,0,1.37,108,24,4.07,0,73.5,86.8,60.2,,,,,
USC00211263,"CANBY, MN US",1988-09,,1148,0,0,38,0,0,1.14,92,187,3.33,0,61.1,74.5,47.8,,,,,
USC00211263,"CANBY, MN US",1988-10,,1148,0,0,17,0,0,0.19,83,793,0.19,0,44.7,57.8,31.5,,,,,
USC00211263,"CANBY, MN US",1988-11,,1148,15,4,-2,4,3,0.51,61,1785,2.06,7,31.9,41.8,22.1,,,,,
USC00211263,"CANBY, MN US",1988-12,,1148,12,2,-8,4,2.5,0.3,52,3079,0.43,3.5,20.7,31.4,10,,,,,
USC00211263,"CANBY, MN US",1989-01,,0,26,2,-17,7,2,0.2,56,4409,0.39,4,22.1,33.2,11,,,,,
USC00211263,"CANBY, MN US",1989-02,,0,27,3,-26,5,4,0.32,45,5989,0.73,8.5,8.6,19.2,-2.1,,,,,
USC00211263,"CANBY, MN US",1989-03,,0,29,6,-17,13,8.5,0.59,68,7252,2.83,25.5,24.3,33.8,14.7,,,,,
USC00211263,"CANBY, MN US",1989-04,,0,2,1,14,1,1,0.43,79,7883,1.75,1,44,56.1,31.8,,,,,
USC00211263,"CANBY, MN US",1989-05,,29,0,0,28,0,0,0.42,86,8089,1.11,0,58.8,72.5,45.1,,,,,
USC00211263,"CANBY, MN US",1989-06,,175,0,0,40,0,0,0.68,97,8156,1.92,0,67.6,80.4,54.8,,,,,
USC00211263,"CANBY, MN US",1989-07,,525,0,0,54,0,0,1.88,103,0,3.56,0,76.3,89,63.6,,,,,
USC00211263,"CANBY, MN US",1989-08,,739,0,0,50,0,0,0.37,97,6,0.97,0,71.7,84.3,59.2,,,,,
USC00211263,"CANBY, MN US",1989-09,,792,0,0,28,0,0,2.52,89,200,4.15,0,60.3,72.7,47.8,,,,,
USC00211263,"CANBY, MN US",1989-10,,801,0,0,17,0,0,1.65,86,707,1.65,0,49,64.3,33.6,,,,,
USC00211263,"CANBY, MN US",1989-11,,801,12,4,-1,5,2,0.32,64,1804,1.01,7.3,28.4,38,18.8,,,,,
USC00211263,"CANBY, MN US",1989-12,,801,23,2,-25,3,1,0.22,51,3459,0.26,2,11.6,21.3,1.9,,,,,
USC00211263,"CANBY, MN US",1990-01,,0,3,0,-4,1,0.5,0.02,56,4662,0.02,0.5,26.2,37.3,15.2,,,,,
USC00211263,"CANBY, MN US",1990-02,,0,10,2,-11,10,9,0.58,55,5869,0.71,11.3,21.9,34.4,9.4,,,,,
USC00211263,"CANBY, MN US",1990-03,,0,7,2,5,8,6.5,0.66,68,6824,2.41,8,34.2,44.3,24.1,,,,,
USC00211263,"CANBY, MN US",1990-04,,36,0,0,14,0,0,0.54,91,7432,1.46,0,46,60.1,31.8,,,,,
USC00211263,"CANBY, MN US",1990-05,,49,0,0,28,0,0,1.07,90,7704,5.32,0,56.6,68,45.2,,,,,
USC00211263,"CANBY, MN US",1990-06,,243,0,0,37,0,0,2.02,97,7737,6.76,0,70.4,82.4,58.4,,,,,
USC00211263,"CANBY, MN US",1990-07,,438,0,0,46,0,0,2.67,102,18,4.87,0,70.7,82.1,59.3,,,,,
USC00211263,"CANBY, MN US",1990-08,,629,0,0,49,0,0,1.74,93,42,2.79,0,70.4,81.3,59.5,,,,,
USC00211263,"CANBY, MN US",1990-09,,744,0,0,33,0,0,0.63,95,181,1.07,0,64.1,77.7,50.6,,,,,
USC00211263,"CANBY, MN US",1990-10,,745,1,1,24,1,1.5,2.05,84,735,2.54,1.5,47.2,59.6,34.7,,,,,
USC00211263,"CANBY, MN US",1990-11,,745,3,1,8,1,1,0.11,78,1601,0.12,1,36.2,46.9,25.4,,,,,
USC00211263,"CANBY, MN US",1990-12,,745,20,3,-23,4,2.5,0.31,57,3105,0.61,5.5,16.4,26,6.9,,,,,
USC00211263,"CANBY, MN US",1991-01,,0,31,1,-12,4,1.5,0.13,46,4655,0.13,1.5,13.4,23.2,3.6,,,,,
USC00211263,"CANBY, MN US",1991-02,,0,13,3,-9,7,4,0.38,63,5689,0.96,10.1,28.1,39,17.2,,,,,
USC00211263,"CANBY, MN US",1991-03,,0,18,4,-5,5,5,0.66,65,6710,1.55,11.7,32.1,42.5,21.6,,,,,
USC00211263,"CANBY, MN US",1991-04,,7,0,0,24,0,0,1.4,91,7199,3.31,0,48.9,60.3,37.5,,,,,
USC00211263,"CANBY, MN US",1991-05,,112,0,0,32,0,0,1.19,91,7432,4.49,0,60.9,70.5,51.2,,,,,
USC00211263,"CANBY, MN US",1991-06,,326,0,0,50,0,0,2.57,93,7452,9.06,0,71.5,81.3,61.7,,,,,
USC00211263,"CANBY, MN US",1991-07,,559,0,0,50,0,0,0.77,98,6,2.82,0,72.3,82.6,62.1,,,,,
USC00211263,"CANBY, MN US",1991-08,,783,0,0,47,0,0,0.98,100,16,2.74,0,71.9,82.7,61.1,,,,,
USC00211263,"CANBY, MN US",1991-09,,846,0,0,30,0,0,1.05,87,217,2.91,0,60.4,71.5,49.3,,,,,
USC00211263,"CANBY, MN US",1991-10,,850,0,0,12,0,0,0.49,85,799,0.55,0,46.3,58.9,33.8,,,,,
USC00211263,"CANBY, MN US",1991-11,,850,14,5,-8,9,9,0.79,60,2005,2.07,18.5,24.8,33.5,16.1,,,,,
USC00211263,"CANBY, MN US",1991-12,,850,31,1,-15,9,1,0.09,47,3267,0.11,1,24.3,33.4,15.2,,,,,
USC00211263,"CANBY, MN US",1992-01,,0,25,3,-16,3,2,0.41,48,4552,0.97,4.5,23.5,33,14.1,,,,,
USC00211263,"CANBY, MN US",1992-02,,0,18,1,2,2,2,0.34,62,5641,0.88,3.2,27.5,35,20,,,,,
USC00211263,"CANBY, MN US",1992-03,,0,2,1,12,1,1.5,1.15,70,6539,1.6,1.7,36,46.3,25.7,,,,,
USC00211263,"CANBY, MN US",1992-04,,0,2,1,15,1,1,0.71,86,7265,1.54,1,40.8,50.5,31.1,,,,,
USC00211263,"CANBY, MN US",1992-05,,82,0,0,31,0,0,0.53,94,7448,0.74,0,61.7,74.7,48.7,,,,,
USC00211263,"CANBY, MN US",1992-06,,164,0,0,39,0,0,1.53,89,7532,5.26,0,64.9,75.9,54,,,,,
USC00211263,"CANBY, MN US",1992-07,,214,0,0,48,0,0,1.24,85,59,6.1,0,64.8,74.2,55.3,,,,,
USC00211263,"CANBY, MN US",1992-08,,315,0,0,42,0,0,2.16,92,137,4.3,0,65.7,76,55.4,,,,,
USC00211263,"CANBY, MN US",1992-09,,330,0,0,30,0,0,0.77,85,308,1.99,0,59.4,71.5,47.3,,,,,
USC00211263,"CANBY, MN US",1992-10,,337,1,1,21,1,1,0.72,91,855,0.85,1,47.6,60.3,34.8,,,,,
USC00211263,"CANBY, MN US",1992-11,,337,19,4,6,6,4,0.76,51,1934,2.33,10.1,29,33.8,24.2,,,,,
USC00211263,"CANBY, MN US",1992-12,,337,31,4,-8,5,3,0.31,42,3402,0.8,8,17.6,25.9,9.3,,,,,
USC00211263,"CANBY, MN US",1993-01,,0,31,3,-15,13,6,0.55,42,5029,0.96,9.5,12.5,21.7,3.3,,,,,
USC00211263,"CANBY, MN US",1993-02,,0,28,5,-14,11,3,0.32,47,6418,0.89,8.7,15.4,23.5,7.3,,,,,
USC00211263,"CANBY, MN US",1993-03,,0,27,1,-4,9,4,1.22,61,7526,1.57,4.8,29.3,37.6,20.9,,,,,
USC00211263,"CANBY, MN US",1993-04,,0,3,2,19,3,2.5,0.88,74,8183,2.83,4,43.1,52.7,33.5,,,,,
USC00211263,"CANBY, MN US",1993-05,,7,0,0,34,0,0,1.62,79,8433,6.18,0,57.2,67.8,46.5,,,,,
USC00211263,"CANBY, MN US",1993-06,,71,0,0,36,0,0,2.07,86,8541,10.23,0,63.6,72.8,54.4,,,,,
USC00211263,"CANBY, MN US",1993-07,,198,0,0,51,0,0,1.53,90,9,5.44,0,69,78.3,59.8,,,,,
USC00211263,"CANBY, MN US",1993-08,,380,0,0,47,0,0,1.22,93,22,3.28,0,70.7,81.2,60.1,,,,,
USC00211263,"CANBY, MN US",1993-09,,387,0,0,33,0,0,1.7,83,305,2.61,0,55.8,66.6,45,,,,,
USC00211263,"CANBY, MN US",1993-10,,395,0,0,14,0,0,0.23,94,871,0.5,0,47,58.4,35.5,,,,,
USC00211263,"CANBY, MN US",1993-11,,395,10,4,-10,14,8.5,1.07,56,1900,2.98,16,29.2,37.4,20.9,,,,,
USC00211263,"CANBY, MN US",1993-12,,395,31,5,-18,9,1.5,0.19,44,3286,0.84,7.7,20.3,27.5,13.1,,,,,
USC00211263,"CANBY, MN US",1994-01,,0,31,8,-26,16,5,0.36,40,5188,1.3,18,3.6,13,-5.7,,,,,
USC00211263,"CANBY, MN US",1994-02,,0,28,5,-28,17,2.5,0.27,49,6670,0.76,9.9,10.3,19.7,0.9,,,,,
USC00211263,"CANBY, MN US",1994-03,,0,14,0,10,9,0.5,0.45,67,7544,0.46,1.2,34.9,43.7,26.1,,,,,
USC00211263,"CANBY, MN US",1994-04,,1,2,1,17,8,7.5,1.06,86,8138,3.47,7.5,45.2,56.8,33.7,,,,,
USC00211263,"CANBY, MN US",1994-05,,72,1,0,26,2,0,0.65,88,8321,1.42,0,61.4,74.7,48.1,,,,,
USC00211263,"CANBY, MN US",1994-06,,203,0,0,44,0,0,1.95,96,8352,6.95,0,68.2,78.9,57.6,,,,,
USC00211263,"CANBY, MN US",1994-07,,361,0,0,47,0,0,4.9,92,9,6.64,0,69.8,80.4,59.2,,,,,
USC00211263,"CANBY, MN US",1994-08,,502,0,0,45,0,0,2.09,91,51,2.8,0,68.3,78.8,57.8,,,,,
USC00211263,"CANBY, MN US",1994-09,,594,0,0,39,0,0,1.34,89,169,3.36,0,64.1,74.6,53.6,,,,,
USC00211263,"CANBY, MN US",1994-10,,594,0,0,25,0,0,0.9,74,559,2.41,0,52.4,62.5,42.4,,,,,
USC00211263,"CANBY, MN US",1994-11,,594,3,1,18,6,6,0.62,68,1375,0.87,6,37.8,46.5,29.2,,,,,
USC00211263,"CANBY, MN US",1994-12,,594,23,1,-6,4,1,0.07,55,2568,0.2,2,26.5,34.7,18.4,,,,,
USC00211263,"CANBY, MN US",1995-01,,0,16,1,-9,2,1.5,0.15,44,3993,0.27,2.3,17.5,25.5,9.4,,,,,
USC00211263,"CANBY, MN US",1995-02,,0,8,2,-10,1,1,0.14,52,5189,0.28,2.7,21,31.2,10.7,,,,,
USC00211263,"CANBY, MN US",1995-03,,0,7,3,-13,9,4,0.98,73,6198,3.95,9.5,32.5,41.2,23.7,,,,,
USC00211263,"CANBY, MN US",1995-04,,0,7,4,8,10,8,1.39,65,6950,5.67,17.3,39.9,48.7,31.2,,,,,
USC00211263,"CANBY, MN US",1995-05,,6,0,0,36,0,0,1.35,82,7267,5.15,0,55,65,45,,,,,
USC00211263,"CANBY, MN US",1995-06,,,0,0,,0,0,,,,,0,,,,,,,,
USC00211263,"CANBY, MN US",1995-07,,,0,0,45,0,0,0.88,99,11,5.11,0,72.8,83.9,61.6,,,,,
USC00211263,"CANBY, MN US",1995-08,,,0,0,50,0,0,0.77,94,12,2.13,0,73.6,83.9,63.3,,,,,
USC00211263,"CANBY, MN US",1995-09,,,0,0,30,0,0,2.04,88,220,3.28,0,60,71.1,49,,,,,
USC00211263,"CANBY, MN US",1995-10,,,3,2,23,2,4,2.75,88,780,5.17,5,47.2,56.7,37.8,,,,,
USC00211263,"CANBY, MN US",1995-11,,,9,2,2,6,6,0.57,53,1939,1.04,11.7,26.4,34.2,18.5,,,,,
USC00211263,"CANBY, MN US",1995-12,,,27,3,-8,5,3,0.24,51,3382,0.59,6.1,18.5,26.2,10.7,,,,,
USC00211263,"CANBY, MN US",1996-01,,0,31,6,-24,14,9,0.85,52,5200,1.9,18.5,6.3,15.7,-3,,,,,
USC00211263,"CANBY, MN US",1996-02,,0,27,3,-29,14,4,0.28,59,6481,0.52,6.8,17.9,27.5,8.3,,,,,
USC00211263,"CANBY, MN US",1996-03,,0,15,1,-9,6,6,0.6,61,7722,1,6.5,23.9,33.9,13.8,,,,,
USC00211263,"CANBY, MN US",1996-04,,0,3,1,19,7,9,0.84,80,8430,1.03,9,40.5,51.3,29.6,,,,,
USC00211263,"CANBY, MN US",1996-05,,25,0,0,30,0,0,1.42,91,8796,4.77,0,53.8,63.6,44,,,,,
USC00211263,"CANBY, MN US",1996-06,,,0,0,,0,0,,,,,0,,,,,,,,
USC00211263,"CANBY, MN US",1996-07,,,0,0,46,0,0,0.1,89,5,0.51,0,70.2,81.6,58.9,,,,,
USC00211263,"CANBY, MN US",1996-08,,,0,0,51,0,0,1.62,92,7,4.52,0,70.6,82.1,59,,,,,
USC00211263,"CANBY, MN US",1996-09,,,0,0,35,0,0,0.68,88,211,1.95,0,60.2,71.6,48.7,,,,,
USC00211263,"CANBY, MN US",1996-10,,,0,0,18,0,0,2.1,84,702,4.31,0,49.2,61.8,36.6,,,,,
USC00211263,"CANBY, MN US",1996-11,,,14,6,-10,11,4.5,0.76,66,1966,3.45,14.5,22.9,30.5,15.3,,,,,
USC00211263,"CANBY, MN US",1996-12,,,31,5,-18,16,4,0.38,41,3606,1.3,12.5,12.1,19.3,4.8,,,,,
USC00211263,"CANBY, MN US",1997-01,,0,31,6,-14,31,8,0.97,45,5321,3.3,24,8.2,17.1,-0.6,,,,,
USC00211263,"CANBY, MN US",1997-02,,0,28,1,-9,21,5,0.41,47,6574,0.53,5.9,20.3,29.4,11.1,,,,,
USC00211263,"CANBY, MN US",1997-03,,0,29,4,-6,16,3,0.48,65,7711,1.44,9.5,27.2,35.7,18.8,,,,,
USC00211263,"CANBY, MN US",1997-04,,0,6,3,7,2,1.5,2.05,78,8399,2.69,4,42.1,53.7,30.5,,,,,
USC00211263,"CANBY, MN US",1997-05,,6,0,0,27,0,0,0.39,88,8751,1.17,0,53.6,65.1,42.1,,,,,
USC00211263,"CANBY, MN US",1997-06,,191,0,0,45,0,0,0.27,93,8752,0.59,0,71.1,84.1,58.2,,,,,
USC00211263,"CANBY, MN US",1997-07,,423,0,0,46,0,0,2.87,97,26,4.79,0,71.9,82.2,61.6,,,,,
USC00211263,"CANBY, MN US",1997-08,,592,0,0,47,0,0,0.88,92,61,3.69,0,69.3,80,58.6,,,,,
USC00211263,"CANBY, MN US",1997-09,,659,0,0,39,0,0,0.86,89,149,2.65,0,64.1,75.9,52.3,,,,,
USC00211263,"CANBY, MN US",1997-10,,674,0,0,18,0,0,0.91,89,606,3.13,0,50.4,63.8,37.1,,,,,
USC00211263,"CANBY, MN US",1997-11,,674,19,3,5,5,3,0.3,54,1706,0.76,6.6,28.3,36.2,20.5,,,,,
USC00211263,"CANBY, MN US",1997-12,,674,13,2,-2,3,2,0.2,47,2849,0.37,3.9,27.1,33.6,20.6,,,,,
USC00211263,"CANBY, MN US",1998-01,,0,20,4,-19,5,3,0.3,53,4351,0.7,7.2,16.5,24.4,8.6,,,,,
USC00211263,"CANBY, MN US",1998-02,,0,19,2,-3,3,2.5,0.53,58,5290,1.89,5.1,31.5,38.6,24.4,,,,,
USC00211263,"CANBY, MN US",1998-03,,0,25,6,-8,5,3,0.39,72,6463,1.68,10.3,27.2,33.9,20.4,,,,,
USC00211263,"CANBY, MN US",1998-04,,1,5,1,23,10,11,1.47,84,6998,2.77,11,46.9,57.9,35.9,,,,,
USC00211263,"CANBY, MN US",1998-05,,65,0,0,38,0,0,0.5,94,7155,1.46,0,62,73.6,50.4,,,,,
USC00211263,"CANBY, MN US",1998-06,,186,0,0,39,0,0,0.51,91,7241,1.59,0,66.1,76.8,55.5,,,,,
USC00211263,"CANBY, MN US",1998-07,,456,0,0,50,0,0,1.17,98,0,2.16,0,73.7,85.3,62.1,,,,,
USC00211263,"CANBY, MN US",1998-08,,687,0,0,51,0,0,0.66,97,0,1.67,0,72.9,84.9,60.8,,,,,
USC00211263,"CANBY, MN US",1998-09,,829,0,0,36,0,0,0.22,96,61,0.52,0,67.6,82,53.2,,,,,
USC00211263,"CANBY, MN US",1998-10,,829,,0,28,,0,1.7,77,483,4.76,0,51.4,62.8,40,,,,,
USC00211263,"CANBY, MN US",1998-11,,829,17,3,8,12,10.5,1.39,65,1345,2.02,15,35.1,42.7,27.4,,,,,
USC00211263,"CANBY, MN US",1998-12,,829,1,0,-8,1,0.8,0.25,64,2563,0.43,2.2,25.7,36.4,15,,,,,
USC00211263,"CANBY, MN US",1999-01,,0,31,5,-20,11,5,0.41,46,4214,1.35,13.8,11.7,21.5,2,,,,,
USC00211263,"CANBY, MN US",1999-02,,0,13,2,2,5,2,0.21,60,5193,0.34,3,28.6,38.1,19.2,,,,,
USC00211263,"CANBY, MN US",1999-03,,0,9,2,8,6,4,0.39,76,6151,0.79,6.4,34.1,44.2,23.9,,,,,
USC00211263,"CANBY, MN US",1999-04,,0,1,1,23,2,1.9,1.28,74,6676,3.73,1.9,46.5,57.5,35.5,,,,,
USC00211263,"CANBY, MN US",1999-05,,25,0,0,33,0,0,1.25,87,6868,3.4,0,59.5,70.8,48.2,,,,,
USC00211263,"CANBY, MN US",1999-06,,160,0,0,42,0,0,1.05,92,6927,4.41,0,67.8,79.2,56.5,,,,,
USC00211263,"CANBY, MN US",1999-07,,474,0,0,50,0,0,0.68,97,2,2.44,0,75.2,87.1,63.3,,,,,
USC00211263,"CANBY, MN US",1999-08,,675,0,0,49,0,0,1.02,96,9,1.68,0,71.3,82.7,59.9,,,,,
USC00211263,"CANBY, MN US",1999-09,,721,0,0,35,0,0,1.2,88,191,2.06,0,60.5,73.2,47.7,,,,,
USC00211263,"CANBY, MN US",1999-10,,721,0,0,23,0,0,0.53,83,680,0.65,0,48.1,61.5,34.8,,,,,
USC00211263,"CANBY, MN US",1999-11,,723,0,0,15,0,0,0.05,82,1356,0.05,0,42.5,56.2,28.9,,,,,
USC00211263,"CANBY, MN US",1999-12,,723,14,2,-12,3,2.8,0.3,59,2532,0.43,4.1,25.8,37.3,14.3,,,,,
USC00211263,"CANBY, MN US",2000-01,,0,26,5,-19,5,2.5,0.23,49,4048,0.75,9.5,16.1,28.2,4,,,,,
USC00211263,"CANBY, MN US",2000-02,,0,23,2,-1,6,4,0.41,64,5124,0.83,5.7,27.9,37.5,18.2,,,,,
USC00211263,"CANBY, MN US",2000-03,,0,3,2,9,1,1,0.45,79,5842,1.25,2.5,41,53.9,28.1,,,,,
USC00211263,"CANBY, MN US",2000-04,,0,1,1,21,1,1,0.39,83,6432,1.56,2,44.9,57.3,32.4,,,,,
USC00211263,"CANBY, MN US",2000-05,,43,0,0,34,0,0,2.93,91,6603,5.74,0,60.7,72.5,48.8,,,,,
USC00211263,"CANBY, MN US",2000-06,,144,0,0,39,0,0,1.52,100,6682,3.89,0,65.8,77.2,54.4,,,,,
USC00211263,"CANBY, MN US",2000-07,,407,0,0,48,0,0,2.01,97,23,5.02,0,72.8,83.3,62.2,,,,,
USC00211263,"CANBY, MN US",2000-08,,615,0,0,48,0,0,0.34,94,29,0.91,0,71.5,83.9,59.1,,,,,
USC00211263,"CANBY, MN US",2000-09,,656,0,0,28,0,0,0.18,90,191,0.47,0,61,74.6,47.4,,,,,
USC00211263,"CANBY, MN US",2000-10,,664,0,0,19,0,0,0.3,87,621,0.71,0,51.4,63.1,39.6,,,,,
USC00211263,"CANBY, MN US",2000-11,,664,19,2,4,7,5.5,1.22,70,1699,3.7,9.8,29.1,36.8,21.3,,,,,
USC00211263,"CANBY, MN US",2000-12,,664,31,4,-19,11,8,0.61,36,3427,1.22,14.3,5.9,16.3,-4.5,,,,,
USC00211263,"CANBY, MN US",2001-01,,0,31,3,-17,14,6,1.22,46,4798,1.65,9.9,19.5,28.8,10.1,,,,,
USC00211263,"CANBY, MN US",2001-02,,0,28,5,-20,27,10,0.92,41,6325,2.09,20.2,10.5,20.7,0.2,,,,,
USC00211263,"CANBY, MN US",2001-03,,0,31,2,-2,27,4,0.44,49,7542,0.87,5.5,25.7,34.2,17.2,,,,,
USC00211263,"CANBY, MN US",2001-04,,11,6,0,22,5,0,2.16,90,8137,8.3,0,45.5,55.5,35.6,,,,,
USC00211263,"CANBY, MN US",2001-05,,49,0,0,39,0,0,0.89,97,8341,3.24,0,59.5,70.8,48.3,,,,,
USC00211263,"CANBY, MN US",2001-06,,204,0,0,41,0,0,1.25,98,8395,3.63,0,68.7,80.7,56.8,,,,,
USC00211263,"CANBY, MN US",2001-07,,502,0,0,49,0,0,1.9,96,5,2.93,0,74.5,86.1,62.9,,,,,
USC00211263,"CANBY, MN US",2001-08,,739,0,0,47,0,0,0.82,98,9,1.09,0,72.9,85.6,60.2,,,,,
USC00211263,"CANBY, MN US",2001-09,,792,0,0,31,0,0,0.84,92,177,2.86,0,60.7,72.1,49.3,,,,,
USC00211263,"CANBY, MN US",2001-10,,793,0,0,16,0,0,0.66,88,690,1.03,0,48,60.7,35.3,,,,,
USC00211263,"CANBY, MN US",2001-11,,793,5,3,9,14,12,1.64,77,1281,4.07,15,45,57.3,32.7,,,,,
USC00211263,"CANBY, MN US",2001-12,,793,31,1,-3,13,1.5,0.13,50,2511,0.16,1.9,25.3,33.4,17.1,,,,,
USC00211263,"CANBY, MN US",2002-01,,0,14,0,-4,3,0.8,0.05,56,3811,0.07,1.3,22,31.7,12.4,,,,,
USC00211263,"CANBY, MN US",2002-02,,0,5,2,-5,3,3.5,0.42,61,4732,0.69,4.5,29.6,40.7,18.6,,,,,
USC00211263,"CANBY, MN US",2002-03,,0,31,3,-7,19,16,1.55,55,6064,2.57,24.7,20.4,29.5,11.4,,,,,
USC00211263,"CANBY, MN US",2002-04,,8,10,3,11,3,2,1.01,87,6697,2.44,5.4,44.2,55.1,33.2,,,,,
USC00211263,"CANBY, MN US",2002-05,,43,0,0,24,0,0,1.03,93,7077,2.29,0,53.9,66.6,41.2,,,,,
USC00211263,"CANBY, MN US",2002-06,,248,0,0,48,0,0,1.2,97,7104,2.81,0,71.2,83,59.5,,,,,
USC00211263,"CANBY, MN US",2002-07,,598,0,0,49,0,0,0.64,99,2,2.2,0,76.2,88.1,64.3,,,,,
USC00211263,"CANBY, MN US",2002-08,,766,0,0,43,0,0,3.26,96,20,5.83,0,70.3,81.2,59.3,,,,,
USC00211263,"CANBY, MN US",2002-09,,887,0,0,32,0,0,0.33,96,173,0.89,0,64.1,75.7,52.4,,,,,
USC00211263,"CANBY, MN US",2002-10,,890,4,3,15,2,1.5,1.6,85,902,3.14,4.2,41,50.4,31.6,,,,,
USC00211263,"CANBY, MN US",2002-11,,890,1,0,12,1,0.6,0.09,69,1864,0.09,0.6,33,42.7,23.3,,,,,
USC00211263,"CANBY, MN US",2002-12,,890,2,0,0,1,0.7,0.21,59,3062,0.28,1.2,26.3,35.8,16.8,,,,,
USC00211263,"CANBY, MN US",2003-01,,0,5,1,-15,1,1,0.07,57,4522,0.17,2.2,16.2,26.5,5.9,,,,,
USC00211263,"CANBY, MN US",2003-02,,0,26,3,-13,8,6,1.16,47,5787,1.58,10,14.8,26.3,3.4,,,,,
USC00211263,"CANBY, MN US",2003-03,,0,15,2,-12,10,5.5,0.45,74,6836,0.62,10,29.5,42.1,16.8,,,,,
USC00211263,"CANBY, MN US",2003-04,,4,0,0,15,0,0,1.05,93,7340,2.81,0,47.3,60.8,33.7,,,,,
USC00211263,"CANBY, MN US",2003-05,,17,0,0,32,0,0,1.15,84,7637,3.53,0,55.8,67.9,43.7,,,,,
USC00211263,"CANBY, MN US",2003-06,,126,0,0,39,0,0,0.6,94,7698,3.17,0,66.6,78.3,55,,,,,
USC00211263,"CANBY, MN US",2003-07,,393,0,0,52,0,0,0.9,94,0,3.33,0,73.6,85.4,61.7,,,,,
USC00211263,"CANBY, MN US",2003-08,,628,0,0,47,0,0,0.74,100,11,1.37,0,72.7,85.6,59.8,,,,,
USC00211263,"CANBY, MN US",2003-09,,685,0,0,31,0,0,1.05,94,198,2.84,0,60.6,73.2,48,,,,,
USC00211263,"CANBY, MN US",2003-10,,701,0,0,24,0,0,0.52,89,600,1,0,51.4,65.4,37.4,,,,,
USC00211263,"CANBY, MN US",2003-11,,701,15,3,-3,10,7,0.72,62,1592,1.7,16,29.6,39.1,20.1,,,,,
USC00211263,"CANBY, MN US",2003-12,,701,31,3,-6,5,2,0.23,48,2823,0.58,5,25.3,33,17.6,,,,,
USC00211263,"CANBY, MN US",2004-01,,0,8,2,-22,5,3.5,0.41,51,4475,0.64,6.6,11.7,21.9,1.5,,,,,
USC00211263,"CANBY, MN US",2004-02,,0,26,5,-17,10,2,0.15,56,5774,0.66,8.5,20.2,28.8,11.6,,,,,
