,Name,Date,Total Monthly Precipitation,Total Montly Snowfall (mm),Avg Monthly Temp,Monthly Mean Max Temp,Monthly Mean Min Temp
2312,"HALLOCK, MN US",1958-03,0.08,2.7,27.7,37.7,17.7
2313,"HALLOCK, MN US",1958-04,1.20,1.3,44.1,57.4,30.7
2314,"HALLOCK, MN US",1958-05,0.88,0.0,54.0,70.3,37.7
2315,"HALLOCK, MN US",1958-06,1.76,0.0,57.5,72.1,42.9
2316,"HALLOCK, MN US",1958-07,4.56,0.0,64.8,76.6,53.0
2317,"HALLOCK, MN US",1958-08,0.35,0.0,64.3,79.6,48.9
2318,"HALLOCK, MN US",1958-09,0.82,0.0,55.9,69.4,42.4
2319,"HALLOCK, MN US",1958-10,0.81,0.0,44.9,57.1,32.7
2320,"HALLOCK, MN US",1958-11,2.02,21.5,24.6,35.8,13.4
2321,"HALLOCK, MN US",1958-12,0.74,10.0,2.1,12.2,-8.0
2322,"HALLOCK, MN US",1959-01,0.09,1.3,-4.8,6.4,-16.0
2323,"HALLOCK, MN US",1959-02,0.51,5.5,-2.1,10.7,-14.9
2324,"HALLOCK, MN US",1959-03,0.00,0.0,21.8,33.3,10.3
2325,"HALLOCK, MN US",1959-04,0.12,1.0,38.4,49.5,27.2
2326,"HALLOCK, MN US",1959-05,4.40,0.0,51.4,63.8,39.0
2327,"HALLOCK, MN US",1959-06,1.72,0.0,64.7,78.2,51.1
2328,"HALLOCK, MN US",1959-07,3.28,0.0,68.7,82.8,54.5
2329,"HALLOCK, MN US",1959-08,4.29,0.0,68.1,82.1,54.2
2330,"HALLOCK, MN US",1959-09,1.88,0.0,54.5,67.2,41.8
2331,"HALLOCK, MN US",1959-10,3.05,9.5,35.9,44.9,26.9
2332,"HALLOCK, MN US",1959-11,0.45,5.0,16.0,25.8,6.2
2333,"HALLOCK, MN US",1959-12,0.37,0.0,20.2,29.7,10.6
2334,"HALLOCK, MN US",1960-01,0.29,2.5,3.6,14.0,-6.9
2335,"HALLOCK, MN US",1960-02,0.40,5.0,7.0,19.1,-5.1
2336,"HALLOCK, MN US",1960-03,0.46,4.3,11.8,24.3,-0.6
2337,"HALLOCK, MN US",1960-04,2.57,15.0,37.6,47.6,27.6
2338,"HALLOCK, MN US",1960-05,2.15,0.0,52.7,68.0,37.5
2339,"HALLOCK, MN US",1960-06,2.99,0.0,60.8,74.9,46.7
2340,"HALLOCK, MN US",1960-07,0.77,0.0,69.0,82.6,55.5
2341,"HALLOCK, MN US",1960-08,3.55,0.0,69.9,83.0,56.7
2342,"HALLOCK, MN US",1960-09,0.67,0.0,59.1,72.7,45.6
2343,"HALLOCK, MN US",1960-10,2.14,0.0,46.0,57.0,35.1
2344,"HALLOCK, MN US",1960-11,0.59,,27.6,34.7,20.6
2345,"HALLOCK, MN US",1960-12,1.19,,6.1,16.5,-4.4
2346,"HALLOCK, MN US",1961-01,0.30,,1.3,11.1,-8.5
2347,"HALLOCK, MN US",1961-02,0.44,,12.3,21.9,2.6
2348,"HALLOCK, MN US",1961-03,0.00,,27.8,37.1,18.5
2349,"HALLOCK, MN US",1961-04,0.76,,35.4,45.7,25.1
2350,"HALLOCK, MN US",1961-05,0.57,0.0,52.0,66.2,37.7
2351,"HALLOCK, MN US",1961-06,0.67,0.0,67.7,84.1,51.4
2352,"HALLOCK, MN US",1961-07,3.09,0.0,68.4,80.5,56.4
2353,"HALLOCK, MN US",1961-08,0.61,0.0,71.7,86.9,56.5
2354,"HALLOCK, MN US",1961-09,3.51,0.0,54.8,66.3,43.3
2355,"HALLOCK, MN US",1961-10,1.66,0.0,43.6,54.7,32.5
2356,"HALLOCK, MN US",1961-11,0.03,,,37.2,
2357,"HALLOCK, MN US",1961-12,0.93,,4.5,12.8,-3.9
2358,"HALLOCK, MN US",1962-01,1.44,,-1.6,8.5,-11.5
2359,"HALLOCK, MN US",1962-02,1.58,,0.3,11.4,-10.9
2360,"HALLOCK, MN US",1962-03,2.81,,19.2,28.5,9.9
2361,"HALLOCK, MN US",1962-04,0.69,,33.9,44.1,23.7
2362,"HALLOCK, MN US",1962-05,6.17,0.0,53.4,63.7,43.2
2363,"HALLOCK, MN US",1962-06,2.19,0.0,64.8,75.0,54.6
2364,"HALLOCK, MN US",1962-07,2.42,0.0,66.4,77.8,55.0
2365,"HALLOCK, MN US",1962-12,0.45,,11.4,21.0,1.8
2366,"HALLOCK, MN US",1963-01,0.12,,-3.5,5.6,-12.7
2367,"HALLOCK, MN US",1963-02,0.34,,4.9,15.5,-5.8
2368,"HALLOCK, MN US",1963-03,0.25,,25.1,37.2,12.9
2369,"HALLOCK, MN US",1963-04,1.20,0.0,41.5,52.8,30.1
2370,"HALLOCK, MN US",1963-05,3.67,0.0,50.8,62.5,39.2
2371,"HALLOCK, MN US",1963-06,3.54,0.0,67.8,77.8,57.7
2372,"HALLOCK, MN US",1963-07,4.01,0.0,71.9,83.7,60.0
2373,"HALLOCK, MN US",1963-08,0.54,0.0,68.4,80.9,55.9
2374,"HALLOCK, MN US",1963-09,0.75,0.0,59.9,72.6,47.2
2375,"HALLOCK, MN US",1963-10,0.34,0.0,55.8,69.6,42.0
2376,"HALLOCK, MN US",1963-11,0.44,0.0,31.0,41.2,20.7
2377,"HALLOCK, MN US",1963-12,0.80,0.0,2.2,11.1,-6.6
2378,"HALLOCK, MN US",1964-01,0.29,3.0,7.9,18.1,-2.4
2379,"HALLOCK, MN US",1964-02,0.40,6.0,10.2,21.9,-1.5
2380,"HALLOCK, MN US",1964-03,1.09,,14.2,25.5,2.9
2381,"HALLOCK, MN US",1964-04,2.26,,41.5,50.0,33.0
2382,"HALLOCK, MN US",1964-06,5.75,0.0,60.8,71.5,50.0
2383,"HALLOCK, MN US",1964-07,1.05,0.0,71.4,83.2,59.6
2384,"HALLOCK, MN US",1964-08,2.04,0.0,62.2,74.5,49.8
2385,"HALLOCK, MN US",1964-09,3.13,0.0,53.4,65.1,41.7
2386,"HALLOCK, MN US",1964-10,0.64,0.0,43.9,55.1,32.6
2387,"HALLOCK, MN US",1964-11,0.43,5.0,27.2,35.9,18.6
2388,"HALLOCK, MN US",1964-12,0.62,,0.8,8.7,-7.1
2389,"HALLOCK, MN US",1965-01,0.37,,-4.8,5.2,-14.7
2390,"HALLOCK, MN US",1965-02,0.27,,1.0,11.1,-9.1
2391,"HALLOCK, MN US",1965-03,0.62,,11.1,21.2,1.0
2392,"HALLOCK, MN US",1965-04,2.33,,39.3,46.5,32.1
2393,"HALLOCK, MN US",1965-05,3.44,0.0,52.4,63.5,41.3
2394,"HALLOCK, MN US",1965-06,3.69,0.0,63.2,74.6,51.8
2395,"HALLOCK, MN US",1965-07,3.28,0.0,65.9,77.1,54.6
2396,"HALLOCK, MN US",1965-08,1.03,0.0,65.2,78.3,52.1
2397,"HALLOCK, MN US",1965-09,5.40,0.0,47.6,55.9,39.2
2398,"HALLOCK, MN US",1965-10,1.46,0.0,46.1,57.1,35.0
2399,"HALLOCK, MN US",1965-11,1.30,,21.5,30.8,12.1
2400,"HALLOCK, MN US",1965-12,0.58,,15.8,23.9,7.6
2401,"HALLOCK, MN US",1966-01,0.38,,-13.1,-2.6,-23.6
2402,"HALLOCK, MN US",1966-02,0.39,,-0.3,12.3,-12.9
2403,"HALLOCK, MN US",1966-03,1.56,2.0,23.9,32.6,15.2
2404,"HALLOCK, MN US",1966-04,2.35,8.3,36.3,43.9,28.7
2405,"HALLOCK, MN US",1966-05,2.32,0.0,48.5,59.4,37.7
2406,"HALLOCK, MN US",1966-06,2.81,0.0,64.8,75.9,53.8
2407,"HALLOCK, MN US",1966-07,3.30,0.0,71.1,82.1,60.0
2408,"HALLOCK, MN US",1966-08,2.90,0.0,65.6,77.2,54.0
2409,"HALLOCK, MN US",1966-09,1.30,0.0,58.4,72.1,44.7
2410,"HALLOCK, MN US",1966-10,0.91,0.0,41.6,53.5,29.7
2411,"HALLOCK, MN US",1966-11,0.32,,18.7,27.7,9.7
2412,"HALLOCK, MN US",1966-12,1.45,,4.4,14.1,-5.3
2413,"HALLOCK, MN US",1967-01,1.19,,2.9,12.7,-6.9
2414,"HALLOCK, MN US",1967-02,0.37,,-4.7,7.2,-16.7
2415,"HALLOCK, MN US",1967-03,0.35,,18.8,29.8,7.7
2416,"HALLOCK, MN US",1967-04,2.56,,35.5,44.1,26.8
2417,"HALLOCK, MN US",1967-05,1.06,0.0,47.4,58.7,36.1
2418,"HALLOCK, MN US",1967-06,2.19,0.0,62.4,74.2,50.6
2419,"HALLOCK, MN US",1967-07,1.65,0.0,67.4,80.5,54.3
2420,"HALLOCK, MN US",1967-08,0.74,0.0,65.4,80.1,50.6
2421,"HALLOCK, MN US",1967-09,0.56,0.0,60.6,73.2,47.9
2422,"HALLOCK, MN US",1967-10,1.12,,41.3,51.9,30.6
2423,"HALLOCK, MN US",1967-11,0.44,,26.5,34.0,19.0
2424,"HALLOCK, MN US",1967-12,0.80,,12.3,20.6,4.0
2425,"HALLOCK, MN US",1968-01,0.79,,0.0,10.4,-10.3
2426,"HALLOCK, MN US",1968-02,0.09,,1.9,11.9,-8.2
2427,"HALLOCK, MN US",1968-03,1.10,,25.8,37.3,14.2
2428,"HALLOCK, MN US",1968-04,1.30,,40.3,51.0,29.6
2429,"HALLOCK, MN US",1968-05,1.54,0.0,52.0,63.2,40.9
2430,"HALLOCK, MN US",1968-06,4.82,0.0,62.0,72.1,51.9
2431,"HALLOCK, MN US",1968-07,5.25,0.0,65.4,76.9,53.9
2432,"HALLOCK, MN US",1968-08,3.85,0.0,62.9,73.2,52.6
2433,"HALLOCK, MN US",1968-09,3.15,0.0,57.1,68.1,46.1
2434,"HALLOCK, MN US",1968-10,0.65,0.0,43.7,53.9,33.6
2435,"HALLOCK, MN US",1968-11,0.10,,28.3,35.7,21.0
2436,"HALLOCK, MN US",1968-12,0.26,,8.6,17.4,-0.1
2437,"HALLOCK, MN US",1969-01,1.63,,-5.6,3.5,-14.6
2438,"HALLOCK, MN US",1969-02,0.30,,7.8,17.6,-2.0
2439,"HALLOCK, MN US",1969-03,0.10,,13.9,25.0,2.9
2440,"HALLOCK, MN US",1969-04,0.92,0.0,43.1,53.5,32.7
2441,"HALLOCK, MN US",1969-05,1.04,0.0,55.3,67.9,42.6
2442,"HALLOCK, MN US",1969-06,3.09,0.0,55.8,66.8,44.9
2443,"HALLOCK, MN US",1969-07,0.97,0.0,66.8,78.6,55.1
2444,"HALLOCK, MN US",1969-08,1.63,0.0,72.3,86.3,58.4
2445,"HALLOCK, MN US",1969-09,3.70,0.0,57.1,68.8,45.4
2446,"HALLOCK, MN US",1969-10,1.65,,37.8,45.0,30.7
2447,"HALLOCK, MN US",1969-11,0.14,,27.2,35.5,18.9
2448,"HALLOCK, MN US",1969-12,0.78,,13.9,21.6,6.3
2449,"HALLOCK, MN US",1970-01,0.90,,-3.3,5.1,-11.6
2450,"HALLOCK, MN US",1970-02,1.13,,3.3,15.1,-8.5
2451,"HALLOCK, MN US",1970-03,1.94,11.0,9.1,21.9,-3.7
2452,"HALLOCK, MN US",1970-04,1.98,,34.0,41.3,26.7
2453,"HALLOCK, MN US",1970-05,4.53,0.0,48.9,58.4,39.3
2454,"HALLOCK, MN US",1970-06,3.96,0.0,67.7,78.7,56.6
2455,"HALLOCK, MN US",1970-07,1.42,0.0,71.4,84.3,58.5
2456,"HALLOCK, MN US",1970-08,2.04,0.0,67.3,80.9,53.7
2457,"HALLOCK, MN US",1970-09,2.13,0.0,56.2,67.3,45.1
2458,"HALLOCK, MN US",1970-10,0.61,,43.8,54.0,33.6
2459,"HALLOCK, MN US",1970-11,0.81,,25.8,33.0,18.5
2460,"HALLOCK, MN US",1970-12,0.37,,4.1,13.6,-5.5
2461,"HALLOCK, MN US",1971-01,0.49,,-6.4,4.2,-17.0
2462,"HALLOCK, MN US",1971-02,0.15,,8.5,18.5,-1.5
2463,"HALLOCK, MN US",1971-03,1.05,,21.3,30.5,12.1
2464,"HALLOCK, MN US",1971-04,2.30,,39.5,49.5,29.5
2465,"HALLOCK, MN US",1971-05,0.92,0.0,53.1,65.3,41.0
2466,"HALLOCK, MN US",1971-06,2.46,0.0,66.0,77.0,55.0
2467,"HALLOCK, MN US",1971-07,3.61,0.0,64.0,76.2,51.8
2468,"HALLOCK, MN US",1971-08,0.49,0.0,67.5,81.0,54.1
2469,"HALLOCK, MN US",1971-09,1.73,0.0,56.6,69.4,43.6
2470,"HALLOCK, MN US",1971-10,2.89,0.0,45.6,55.4,35.7
2471,"HALLOCK, MN US",1971-11,0.48,,24.7,31.7,17.6
2472,"HALLOCK, MN US",1971-12,0.28,,7.1,17.2,-2.9
2473,"HALLOCK, MN US",1972-01,1.22,,-4.9,6.4,-16.2
2474,"HALLOCK, MN US",1972-02,0.39,,-0.8,10.5,-12.0
2475,"HALLOCK, MN US",1972-03,0.66,,18.9,28.3,9.5
2476,"HALLOCK, MN US",1972-04,0.93,,38.0,47.2,28.8
2477,"HALLOCK, MN US",1972-05,2.15,0.0,60.0,72.8,47.3
2478,"HALLOCK, MN US",1972-06,1.49,0.0,65.1,78.6,51.5
2479,"HALLOCK, MN US",1972-07,1.96,0.0,65.2,77.8,52.5
2480,"HALLOCK, MN US",1972-08,1.24,0.0,68.0,82.3,53.8
2481,"HALLOCK, MN US",1972-09,3.30,0.0,52.6,64.6,40.6
2482,"HALLOCK, MN US",1972-10,1.20,0.0,40.0,51.5,28.4
2483,"HALLOCK, MN US",1972-11,0.33,,23.2,30.0,16.3
2484,"HALLOCK, MN US",1972-12,0.31,,1.1,10.5,-8.3
2485,"HALLOCK, MN US",1973-01,0.08,,8.4,18.0,-1.2
2486,"HALLOCK, MN US",1973-02,0.25,,11.0,22.4,-0.4
2487,"HALLOCK, MN US",1973-03,0.53,0.0,34.2,41.9,26.5
2488,"HALLOCK, MN US",1973-04,0.49,0.0,38.9,51.6,26.1
2489,"HALLOCK, MN US",1973-05,2.42,0.0,53.5,67.1,39.8
2490,"HALLOCK, MN US",1973-06,2.56,0.0,64.2,75.9,52.5
2491,"HALLOCK, MN US",1973-07,3.52,0.0,66.6,79.1,54.2
2492,"HALLOCK, MN US",1973-09,3.10,0.0,55.3,67.8,42.8
2493,"HALLOCK, MN US",1973-10,2.21,0.0,49.2,59.4,38.8
2494,"HALLOCK, MN US",1973-11,1.00,,21.3,29.4,13.2
2495,"HALLOCK, MN US",1973-12,0.61,,6.1,13.7,-1.6
2496,"HALLOCK, MN US",1974-01,0.70,,-4.7,4.3,-13.8
2497,"HALLOCK, MN US",1974-02,0.26,,3.3,15.1,-8.4
2498,"HALLOCK, MN US",1974-03,0.61,,15.1,24.3,5.8
2499,"HALLOCK, MN US",1974-04,2.99,,36.6,44.9,28.2
2500,"HALLOCK, MN US",1974-05,4.24,0.0,48.6,57.0,40.2
2501,"HALLOCK, MN US",1974-06,1.72,0.0,64.5,76.6,52.4
2502,"HALLOCK, MN US",1974-07,1.08,0.0,72.6,86.2,59.1
2503,"HALLOCK, MN US",1974-08,5.62,0.0,63.6,75.3,51.9
2504,"HALLOCK, MN US",1974-09,0.49,0.0,51.3,63.5,39.2
2505,"HALLOCK, MN US",1974-11,0.18,,26.9,34.4,19.4
2506,"HALLOCK, MN US",1974-12,0.44,,17.1,25.2,9.0
2507,"HALLOCK, MN US",1975-01,1.00,,6.5,14.4,-1.5
2508,"HALLOCK, MN US",1975-02,0.18,,4.8,14.8,-5.2
2509,"HALLOCK, MN US",1975-03,1.01,,13.9,24.2,3.6
2510,"HALLOCK, MN US",1975-04,2.20,,35.3,42.5,28.2
2511,"HALLOCK, MN US",1975-05,1.97,0.0,54.4,65.9,43.0
2512,"HALLOCK, MN US",1975-06,4.83,0.0,62.6,72.9,52.2
2513,"HALLOCK, MN US",1975-07,2.32,0.0,71.7,83.2,60.2
2514,"HALLOCK, MN US",1975-08,0.83,0.0,65.0,76.0,53.9
2515,"HALLOCK, MN US",1975-09,2.42,0.0,54.6,67.3,41.9
2516,"HALLOCK, MN US",1975-10,0.81,0.0,46.5,57.0,36.0
2517,"HALLOCK, MN US",1975-11,0.24,,29.4,39.4,19.5
2518,"HALLOCK, MN US",1975-12,0.78,,7.6,18.2,-2.9
2519,"HALLOCK, MN US",1976-01,1.03,,1.5,12.6,-9.6
2520,"HALLOCK, MN US",1976-02,0.57,,15.6,26.5,4.7
2521,"HALLOCK, MN US",1976-03,0.59,,17.0,27.4,6.6
2522,"HALLOCK, MN US",1976-04,1.82,0.0,45.2,57.1,33.4
2523,"HALLOCK, MN US",1976-05,0.61,0.0,54.4,69.6,39.2
2524,"HALLOCK, MN US",1976-06,3.76,0.0,66.7,78.5,54.9
2525,"HALLOCK, MN US",1976-07,2.66,0.0,69.0,82.7,55.3
2526,"HALLOCK, MN US",1976-08,3.26,0.0,69.2,82.9,55.5
2527,"HALLOCK, MN US",1976-09,0.34,0.0,57.1,72.1,42.0
2528,"HALLOCK, MN US",1976-10,0.35,0.0,38.0,50.9,25.1
2529,"HALLOCK, MN US",1976-11,0.02,0.0,23.0,33.8,12.2
2530,"HALLOCK, MN US",1976-12,0.55,,1.7,13.4,-10.0
2531,"HALLOCK, MN US",1977-01,1.20,,-5.8,3.9,-15.5
2532,"HALLOCK, MN US",1977-02,0.81,,12.4,22.6,2.2
2533,"HALLOCK, MN US",1977-03,0.55,,29.3,38.1,20.4
2534,"HALLOCK, MN US",1977-04,0.18,0.0,47.6,61.7,33.5
2535,"HALLOCK, MN US",1977-05,4.55,0.0,66.3,80.2,52.3
2536,"HALLOCK, MN US",1977-06,2.61,0.0,64.5,75.9,53.2
2537,"HALLOCK, MN US",1977-07,2.54,0.0,69.6,82.2,57.0
2538,"HALLOCK, MN US",1977-08,2.00,0.0,60.1,73.3,46.9
2539,"HALLOCK, MN US",1977-09,4.54,0.0,55.5,64.0,47.1
2540,"HALLOCK, MN US",1977-10,1.16,0.0,45.9,58.3,33.5
2541,"HALLOCK, MN US",1977-11,1.43,,24.1,33.3,15.0
2542,"HALLOCK, MN US",1977-12,1.05,,3.8,11.2,-3.6
2543,"HALLOCK, MN US",1978-01,0.47,,-4.4,4.2,-12.9
2544,"HALLOCK, MN US",1978-02,0.34,,3.3,13.1,-6.5
2545,"HALLOCK, MN US",1978-03,0.12,,20.7,29.8,11.6
2546,"HALLOCK, MN US",1978-04,1.20,0.0,40.6,49.5,31.8
2547,"HALLOCK, MN US",1978-05,1.94,0.0,59.3,72.5,46.1
2548,"HALLOCK, MN US",1978-06,1.45,0.0,64.2,76.5,51.9
2549,"HALLOCK, MN US",1978-07,3.11,0.0,68.4,80.5,56.4
2550,"HALLOCK, MN US",1978-08,1.06,0.0,66.3,80.0,52.5
2551,"HALLOCK, MN US",1978-09,4.38,0.0,60.9,72.5,49.2
2552,"HALLOCK, MN US",1978-10,0.20,0.0,43.5,55.9,31.1
2553,"HALLOCK, MN US",1978-11,0.87,,19.9,30.6,9.2
2554,"HALLOCK, MN US",1978-12,0.99,,1.4,11.7,-8.9
2555,"HALLOCK, MN US",1979-01,0.82,,-9.7,0.8,-20.2
2556,"HALLOCK, MN US",1979-02,0.90,,-5.9,3.7,-15.6
2557,"HALLOCK, MN US",1979-03,1.17,,15.6,25.6,5.6
2558,"HALLOCK, MN US",1979-04,3.00,,32.4,40.9,24.0
2559,"HALLOCK, MN US",1979-05,3.90,0.0,47.3,56.4,38.2
2560,"HALLOCK, MN US",1979-06,1.02,0.0,62.7,74.5,50.9
2561,"HALLOCK, MN US",1979-08,2.56,0.0,63.6,75.6,51.7
2562,"HALLOCK, MN US",1979-09,0.98,0.0,58.4,70.7,46.1
2563,"HALLOCK, MN US",1979-10,0.91,0.0,41.6,52.0,31.3
2564,"HALLOCK, MN US",1979-11,0.86,,24.0,30.9,17.0
2565,"HALLOCK, MN US",1979-12,0.24,,17.6,26.0,9.2
2566,"HALLOCK, MN US",1980-02,0.54,,7.1,17.0,-2.7
2567,"HALLOCK, MN US",1980-03,0.56,,17.5,27.9,7.2
2568,"HALLOCK, MN US",1980-04,0.38,0.0,47.7,62.3,33.1
2569,"HALLOCK, MN US",1980-06,3.41,0.0,64.8,77.4,52.2
2570,"HALLOCK, MN US",1980-10,1.68,0.0,41.1,50.7,31.5
2571,"HALLOCK, MN US",1980-11,0.91,,31.1,40.0,22.2
2572,"HALLOCK, MN US",1980-12,0.20,,7.9,17.7,-1.8
2573,"HALLOCK, MN US",1981-01,0.26,,9.3,20.3,-1.7
2574,"HALLOCK, MN US",1981-02,1.02,,15.8,24.5,7.2
2575,"HALLOCK, MN US",1981-03,0.63,0.0,31.3,40.7,21.9
2576,"HALLOCK, MN US",1981-04,0.46,0.0,42.6,54.7,30.5
2577,"HALLOCK, MN US",1981-05,1.78,0.0,54.5,67.0,42.0
2578,"HALLOCK, MN US",1981-06,5.26,0.0,62.1,73.3,50.9
2579,"HALLOCK, MN US",1981-07,0.62,0.0,69.4,82.1,56.7
2580,"HALLOCK, MN US",1981-09,2.65,0.0,56.2,68.4,43.9
2581,"HALLOCK, MN US",1981-10,3.44,0.0,42.9,51.3,34.4
2582,"HALLOCK, MN US",1981-11,0.52,,35.5,44.3,26.8
2583,"HALLOCK, MN US",1981-12,0.05,,10.2,17.8,2.6
2584,"HALLOCK, MN US",1982-01,0.94,,-11.7,-1.2,-22.2
2585,"HALLOCK, MN US",1982-02,0.12,,5.9,15.9,-4.1
2586,"HALLOCK, MN US",1982-03,0.93,,21.3,29.9,12.7
2587,"HALLOCK, MN US",1982-04,1.11,,37.8,49.3,26.3
2588,"HALLOCK, MN US",1982-05,1.50,0.0,57.5,68.2,46.8
2589,"HALLOCK, MN US",1982-06,3.99,0.0,57.6,69.6,45.6
2590,"HALLOCK, MN US",1982-07,7.29,0.0,68.9,80.9,57.0
2591,"HALLOCK, MN US",1982-08,3.39,0.0,63.9,75.9,52.0
2592,"HALLOCK, MN US",1982-09,2.18,0.0,55.2,67.7,42.8
2593,"HALLOCK, MN US",1982-10,3.94,0.0,44.0,52.1,35.9
2594,"HALLOCK, MN US",1982-12,0.65,,16.7,24.2,9.2
2595,"HALLOCK, MN US",1983-01,1.28,,12.1,20.2,4.0
2596,"HALLOCK, MN US",1983-02,0.09,,15.9,24.2,7.6
2597,"HALLOCK, MN US",1983-03,2.07,,25.8,32.1,19.5
2598,"HALLOCK, MN US",1983-04,0.06,0.0,39.4,49.1,29.8
2599,"HALLOCK, MN US",1983-05,1.26,0.0,49.5,62.9,36.2
2600,"HALLOCK, MN US",1983-06,3.49,0.0,64.5,75.7,53.2
2601,"HALLOCK, MN US",1983-07,2.21,0.0,73.5,85.8,61.2
2602,"HALLOCK, MN US",1983-08,1.41,0.0,73.5,87.6,59.4
2603,"HALLOCK, MN US",1983-09,1.84,0.0,56.1,68.0,44.2
2604,"HALLOCK, MN US",1983-10,1.94,0.0,42.5,51.9,33.1
2605,"HALLOCK, MN US",1983-11,0.77,0.0,29.5,35.8,23.3
2606,"HALLOCK, MN US",1983-12,0.21,,-2.5,5.9,-11.0
2607,"HALLOCK, MN US",1984-01,0.54,,5.4,15.6,-4.8
2608,"HALLOCK, MN US",1984-02,0.33,,21.0,30.1,11.9
2609,"HALLOCK, MN US",1984-03,0.29,,20.3,29.5,11.1
2610,"HALLOCK, MN US",1984-04,1.93,0.0,46.1,57.9,34.3
2611,"HALLOCK, MN US",1984-05,0.61,0.0,51.7,65.1,38.2
2612,"HALLOCK, MN US",1984-06,4.79,0.0,64.6,76.2,53.0
2613,"HALLOCK, MN US",1984-07,1.51,0.0,68.3,81.7,54.8
2614,"HALLOCK, MN US",1984-08,1.91,0.0,71.3,85.0,57.6
2615,"HALLOCK, MN US",1984-09,0.17,0.0,51.9,64.6,39.2
2616,"HALLOCK, MN US",1984-10,3.84,,45.5,55.0,36.0
2617,"HALLOCK, MN US",1984-11,0.37,,24.5,32.9,16.1
2618,"HALLOCK, MN US",1984-12,0.64,,3.0,12.2,-6.1
2619,"HALLOCK, MN US",1985-01,0.23,,1.0,11.9,-9.9
2620,"HALLOCK, MN US",1985-02,0.48,,2.6,13.6,-8.4
2621,"HALLOCK, MN US",1985-03,0.38,,29.3,38.2,20.4
2622,"HALLOCK, MN US",1985-04,1.13,0.0,45.1,57.3,32.8
2623,"HALLOCK, MN US",1985-05,3.67,0.0,57.6,71.8,43.4
2624,"HALLOCK, MN US",1985-06,5.33,0.0,58.7,69.7,47.6
2625,"HALLOCK, MN US",1985-07,1.12,0.0,67.2,81.2,53.1
2626,"HALLOCK, MN US",1985-08,7.59,0.0,62.2,72.8,51.6
2627,"HALLOCK, MN US",1985-09,1.81,0.0,51.5,61.8,41.3
2628,"HALLOCK, MN US",1985-10,0.97,0.0,41.4,52.5,30.3
2629,"HALLOCK, MN US",1985-11,1.04,,13.7,23.5,3.9
2630,"HALLOCK, MN US",1985-12,0.52,,0.2,10.2,-9.8
2631,"HALLOCK, MN US",1986-01,0.37,,8.2,18.1,-1.7
2632,"HALLOCK, MN US",1986-02,0.25,,6.4,15.4,-2.6
2633,"HALLOCK, MN US",1986-03,0.60,,26.5,37.1,15.8
2634,"HALLOCK, MN US",1986-04,2.16,0.0,42.2,53.1,31.3
2635,"HALLOCK, MN US",1986-05,1.78,0.0,58.4,71.2,45.7
2636,"HALLOCK, MN US",1986-06,1.37,0.0,65.3,77.3,53.3
2637,"HALLOCK, MN US",1986-07,3.87,0.0,70.2,81.1,59.3
2638,"HALLOCK, MN US",1986-08,1.49,0.0,64.1,77.0,51.2
2639,"HALLOCK, MN US",1986-09,3.52,0.0,54.4,64.2,44.7
2640,"HALLOCK, MN US",1986-10,0.54,0.0,42.9,54.2,31.5
2641,"HALLOCK, MN US",1986-11,1.65,,16.6,25.9,7.4
2642,"HALLOCK, MN US",1986-12,0.55,,13.9,21.4,6.4
2643,"HALLOCK, MN US",1987-01,0.59,,10.6,19.4,1.8
2644,"HALLOCK, MN US",1987-02,1.09,,20.9,28.7,13.2
2645,"HALLOCK, MN US",1987-03,0.57,,25.0,32.6,17.4
2646,"HALLOCK, MN US",1987-04,0.00,0.0,49.8,63.2,36.4
2647,"HALLOCK, MN US",1987-05,3.07,0.0,58.9,71.3,46.4
2648,"HALLOCK, MN US",1987-06,3.74,0.0,68.4,81.0,55.7
2649,"HALLOCK, MN US",1987-07,4.28,0.0,69.6,80.4,58.8
2650,"HALLOCK, MN US",1987-08,0.95,0.0,65.0,77.8,52.4
2651,"HALLOCK, MN US",1987-09,0.73,0.0,58.1,70.9,45.3
2652,"HALLOCK, MN US",1987-10,0.67,0.0,38.9,50.3,27.5
2653,"HALLOCK, MN US",1987-11,0.24,0.0,31.9,40.9,23.0
2654,"HALLOCK, MN US",1987-12,0.31,,18.5,25.2,11.7
2655,"HALLOCK, MN US",1988-01,0.47,,0.4,9.4,-8.6
2656,"HALLOCK, MN US",1988-02,0.22,0.0,3.0,14.0,-7.9
2657,"HALLOCK, MN US",1988-03,0.95,0.0,24.9,33.7,16.1
2658,"HALLOCK, MN US",1988-04,0.00,0.0,41.5,56.0,26.9
2659,"HALLOCK, MN US",1988-05,1.83,0.0,59.8,73.8,45.9
2660,"HALLOCK, MN US",1988-06,1.17,0.0,73.2,86.8,59.6
2661,"HALLOCK, MN US",1988-07,2.37,0.0,72.2,86.1,58.5
2662,"HALLOCK, MN US",1988-08,1.31,0.0,69.9,83.0,56.8
2663,"HALLOCK, MN US",1988-09,1.12,0.0,55.2,66.5,43.8
2664,"HALLOCK, MN US",1988-10,0.48,,39.3,52.1,26.5
2665,"HALLOCK, MN US",1988-11,0.96,,24.9,32.0,17.9
2666,"HALLOCK, MN US",1988-12,0.44,,10.0,19.4,0.7
2667,"HALLOCK, MN US",1989-01,1.38,,5.0,16.3,-6.3
